0000004C, AMS_PackVoltage, 0.0
0001DB1A, VoltageCell110, 3.7732
0001DB1A, VoltageCell111, 3.7305
0001DB1C, RLSpeedKPH, 0.0
0001DB1C, RRSpeedKPH, 0.0
0001DB1C, FLSpeedKPH, 0.0
0001DB1C, FRSpeedKPH, 0.0
0001DB1C, AdjustedVoltageCellMuxSelect, 36
0001DB1C, AdjustedVoltageCell109, 3.7743
0001DB1C, AdjustedVoltageCell110, 3.7732
0001DB1C, AdjustedVoltageCell111, 3.7311
0001DB1E, TCTorqueMax, 3.392
0001DB1E, TCLeftSlip, -0.999
0001DB1E, TCRightSlip, -0.999
0001DB1E, TCTorqueAdjustment, 0.0
0001DB1F, TempChannelMuxSelect, 36
0001DB1F, TempChannel109, 21.409999999999997
0001DB1F, TempChannel110, 21.549999999999997
0001DB1F, TempChannel111, 21.450000000000003
0001DB33, ThrottlePercent, 0
0001DB33, BrakePercent, 8
0001DB33, brakePressure, 10
0001DB33, SteeringAngle, -102
0001DB33, BrakeWhileThrottle, 0
0001DB3B, VoltageBusHV, 0.02
0001DB3B, VoltageCellMax, 3.9129
0001DB3B, VoltageCellMin, 3.6956
0001DB3B, CurrentBusHV, 0.0
0001DB3D, VCU_wheelSpeed_RL, 0.0
0001DB3D, VCU_wheelSpeed_RR, 0.0
0001DB3D, AMS_PackVoltage, 525.58
0001DB3F, RLSpeedKPH, 0.0
0001DB3F, RRSpeedKPH, 0.0
0001DB3F, FLSpeedKPH, 0.0
0001DB3F, FRSpeedKPH, 0.0
0001DB41, TCTorqueMax, 3.392
0001DB41, TCLeftSlip, -0.999
0001DB41, TCRightSlip, -0.999
0001DB41, TCTorqueAdjustment, 0.0
0001DB4C, VoltageCellMuxSelect, 37
0001DB4C, VoltageCell112, 3.7270000000000003
0001DB4C, VoltageCell113, 3.7264000000000004
0001DB4C, VoltageCell114, 3.7271
0001DB4F, AdjustedVoltageCellMuxSelect, 37
0001DB4F, AdjustedVoltageCell112, 3.7269
0001DB4F, AdjustedVoltageCell113, 3.7264000000000004
0001DB4F, AdjustedVoltageCell114, 3.7271
0001DB51, TempChannelMuxSelect, 37
0001DB51, TempChannel112, 21.39
0001DB51, TempChannel113, 21.39
0001DB51, TempChannel114, 21.409999999999997
0001DB60, VCU_wheelSpeed_RL, 0.0
0001DB60, VCU_wheelSpeed_RR, 0.0
0001DB62, RLSpeedKPH, 0.0
0001DB62, RRSpeedKPH, 0.0
0001DB62, FLSpeedKPH, 0.0
0001DB62, FRSpeedKPH, 0.0
0001DB64, TCTorqueMax, 3.392
0001DB64, TCLeftSlip, -0.999
0001DB64, TCRightSlip, -0.999
0001DB64, TCTorqueAdjustment, 0.0
0001DB65, ThrottlePercent, 0
0001DB65, BrakePercent, 6
0001DB65, brakePressure, 10
0001DB65, SteeringAngle, -102
0001DB65, BrakeWhileThrottle, 0
0001DB71, StateBatteryChargeHV, 92.80000000000001
0001DB71, StateBatteryHealthHV, 0.0
0001DB71, StateBatteryPowerHV, 100.80000000000001
0001DB71, TempCellMax, 24.75
0001DB71, TempCellMin, 21.5
0001DB71, StateBMS, HV_Disable
0001DB7E, VoltageCellMuxSelect, 38
0001DB7E, VoltageCell115, 3.7267
0001DB7E, VoltageCell116, 3.7295000000000003
0001DB7E, VoltageCell117, 3.7706000000000004
0001DB81, AdjustedVoltageCellMuxSelect, 38
0001DB81, AdjustedVoltageCell115, 3.7268000000000003
0001DB81, AdjustedVoltageCell116, 3.7296
0001DB81, AdjustedVoltageCell117, 3.7709
0001DB83, VCU_wheelSpeed_RL, 0.0
0001DB83, VCU_wheelSpeed_RR, 0.0
0001DB83, TempChannelMuxSelect, 38
0001DB83, TempChannel115, 24.519999999999996
0001DB83, TempChannel116, 21.460000000000008
0001DB83, TempChannel117, 24.519999999999996
0001DB85, RLSpeedKPH, 0.0
0001DB85, RRSpeedKPH, 0.0
0001DB85, FLSpeedKPH, 0.0
0001DB85, FRSpeedKPH, 0.0
0001DB87, TCTorqueMax, 3.392
0001DB87, TCLeftSlip, -0.999
0001DB87, TCRightSlip, -0.999
0001DB87, TCTorqueAdjustment, 0.0
0001DB97, ThrottlePercent, 0
0001DB97, BrakePercent, 8
0001DB97, brakePressure, 10
0001DB97, SteeringAngle, -102
0001DB97, BrakeWhileThrottle, 0
0001DBA3, VoltageBusHV, 0.04
0001DBA3, VoltageCellMax, 3.9128000000000003
0001DBA3, VoltageCellMin, 3.6955
0001DBA3, CurrentBusHV, 0.0
0001DBA4, AMS_PackVoltage, 525.58
0001DBA6, VCU_wheelSpeed_RL, 0.0
0001DBA6, VCU_wheelSpeed_RR, 0.0
0001DBA8, RLSpeedKPH, 0.0
0001DBA8, RRSpeedKPH, 0.0
0001DBA8, FLSpeedKPH, 0.0
0001DBA8, FRSpeedKPH, 0.0
0001DBAA, TCTorqueMax, 3.392
0001DBAA, TCLeftSlip, -0.999
0001DBAA, TCRightSlip, -0.999
0001DBAA, TCTorqueAdjustment, 0.0
0001DBB1, VoltageCellMuxSelect, 39
0001DBB1, VoltageCell118, 3.7848
0001DBB1, VoltageCell119, 3.7720000000000002
0001DBB1, VoltageCell120, 3.7734
0001DBB3, AdjustedVoltageCellMuxSelect, 39
0001DBB3, AdjustedVoltageCell118, 3.7845
0001DBB3, AdjustedVoltageCell119, 3.7721
0001DBB3, AdjustedVoltageCell120, 3.7734
0001DBB7, TempChannelMuxSelect, 39
0001DBB7, TempChannel118, 21.36
0001DBB7, TempChannel119, 21.400000000000006
0001DBB7, TempChannel120, 21.36
0001DBC9, ThrottlePercent, 0
0001DBC9, BrakePercent, 6
0001DBC9, brakePressure, 10
0001DBC9, SteeringAngle, -102
0001DBC9, BrakeWhileThrottle, 0
0001DBC9, VCU_wheelSpeed_RL, 0.0
0001DBC9, VCU_wheelSpeed_RR, 0.0
0001DBCB, RLSpeedKPH, 0.0
0001DBCB, RRSpeedKPH, 0.0
0001DBCB, FLSpeedKPH, 0.0
0001DBCB, FRSpeedKPH, 0.0
0001DBCD, TCTorqueMax, 3.392
0001DBCD, TCLeftSlip, -0.999
0001DBCD, TCRightSlip, -0.999
0001DBCD, TCTorqueAdjustment, 0.0
0001DBDF, StateBatteryChargeHV, 92.80000000000001
0001DBDF, StateBatteryHealthHV, 0.0
0001DBDF, StateBatteryPowerHV, 100.80000000000001
0001DBDF, TempCellMax, 24.75
0001DBDF, TempCellMin, 21.5
0001DBDF, StateBMS, HV_Disable
0001DBE2, VoltageCellMuxSelect, 40
0001DBE2, VoltageCell121, 3.7342
0001DBE2, VoltageCell122, 3.7270000000000003
0001DBE2, VoltageCell123, 3.7267
0001DBE4, AdjustedVoltageCellMuxSelect, 40
0001DBE4, AdjustedVoltageCell121, 3.7346000000000004
0001DBE4, AdjustedVoltageCell122, 3.7270000000000003
0001DBE4, AdjustedVoltageCell123, 3.7266000000000004
0001DBE6, TempChannelMuxSelect, 40
0001DBE6, TempChannel121, 21.460000000000008
0001DBE6, TempChannel122, 21.409999999999997
0001DBE6, TempChannel123, 21.439999999999998
0001DBEC, VCU_wheelSpeed_RL, 0.0
0001DBEC, VCU_wheelSpeed_RR, 0.0
0001DBEE, RLSpeedKPH, 0.0
0001DBEE, RRSpeedKPH, 0.0
0001DBEE, FLSpeedKPH, 0.0
0001DBEE, FRSpeedKPH, 0.0
0001DBF0, TCTorqueMax, 3.392
0001DBF0, TCLeftSlip, -0.999
0001DBF0, TCRightSlip, -0.999
0001DBF0, TCTorqueAdjustment, 0.0
0001DBFB, ThrottlePercent, 0
0001DBFB, BrakePercent, 6
0001DBFB, brakePressure, 10
0001DBFB, SteeringAngle, -102
0001DBFB, BrakeWhileThrottle, 0
0001DC0E, VoltageBusHV, 0.02
0001DC0E, VoltageCellMax, 3.9128000000000003
0001DC0E, VoltageCellMin, 3.6955
0001DC0E, CurrentBusHV, 0.0
0001DC0F, AMS_PackVoltage, 525.58
0001DC0F, VCU_wheelSpeed_RL, 0.0
0001DC0F, VCU_wheelSpeed_RR, 0.0
0001DC11, RLSpeedKPH, 0.0
0001DC11, RRSpeedKPH, 0.0
0001DC11, FLSpeedKPH, 0.0
0001DC11, FRSpeedKPH, 0.0
0001DC13, TCTorqueMax, 3.392
0001DC13, TCLeftSlip, -0.999
0001DC13, TCRightSlip, -0.999
0001DC13, TCTorqueAdjustment, 0.0
0001DC14, VoltageCellMuxSelect, 41
0001DC14, VoltageCell124, 3.7268000000000003
0001DC14, VoltageCell125, 3.7264000000000004
0001DC14, VoltageCell126, 3.7276000000000002
0001DC17, AdjustedVoltageCellMuxSelect, 41
0001DC17, AdjustedVoltageCell124, 3.7268000000000003
0001DC17, AdjustedVoltageCell125, 3.7264000000000004
0001DC17, AdjustedVoltageCell126, 3.7276000000000002
0001DC19, TempChannelMuxSelect, 41
0001DC19, TempChannel124, 21.439999999999998
0001DC19, TempChannel125, 21.540000000000006
0001DC19, TempChannel126, 21.39
0001DC2D, ThrottlePercent, 0
0001DC2D, BrakePercent, 9
0001DC2D, brakePressure, 10
0001DC2D, SteeringAngle, -102
0001DC2D, BrakeWhileThrottle, 0
0001DC32, VCU_wheelSpeed_RL, 0.0
0001DC32, VCU_wheelSpeed_RR, 0.0
0001DC34, RLSpeedKPH, 0.0
0001DC34, RRSpeedKPH, 0.0
0001DC34, FLSpeedKPH, 0.0
0001DC34, FRSpeedKPH, 0.0
0001DC36, TCTorqueMax, 3.392
0001DC36, TCLeftSlip, -0.999
0001DC36, TCRightSlip, -0.999
0001DC36, TCTorqueAdjustment, 0.0
0001DC48, PDU_Heartbeat_dummydata, 0
0001DC49, ChannelCurrentFanLeft, 0.0
0001DC49, ChannelCurrentFanRight, 0.0
0001DC49, ChannelCurrentPumpLeft, 0.0
0001DC49, ChannelCurrentPumpRight, 0.0
0001DC49, ChannelCurrentBMU, 0.33
0001DC49, ChannelCurrentDCU, 0.06
0001DC49, ChannelCurrentVCU, 0.54
0001DC49, ChannelCurrentWSB, 0.41000000000000003
0001DC49, ChannelCurrentAUX, 0.0
0001DC49, ChannelCurrentBrakeLight, 0.0
0001DC49, ChannelCurrentMCLeft, 0.0
0001DC49, ChannelCurrentMCRight, 0.0
0001DC4A, CarStateIsLV, -1
0001DC4A, CarStateIsEM, 0
0001DC4A, CarStateIsHV, 0
0001DC4D, StateBatteryChargeHV, 92.80000000000001
0001DC4D, StateBatteryHealthHV, 0.0
0001DC4D, StateBatteryPowerHV, 100.80000000000001
0001DC4D, TempCellMax, 24.75
0001DC4D, TempCellMin, 21.5
0001DC4D, StateBMS, HV_Disable
0001DC4D, VoltageCellMuxSelect, 42
0001DC4D, VoltageCell127, 3.7139
0001DC4D, VoltageCell128, 3.7809000000000004
0001DC4D, VoltageCell129, 3.7739000000000003
0001DC4F, AdjustedVoltageCellMuxSelect, 42
0001DC4F, AdjustedVoltageCell127, 3.7139
0001DC4F, AdjustedVoltageCell128, 3.7809000000000004
0001DC4F, AdjustedVoltageCell129, 3.7739000000000003
0001DC51, TempChannelMuxSelect, 42
0001DC51, TempChannel127, 21.49000000000001
0001DC51, TempChannel128, 21.42
0001DC51, TempChannel129, 21.570000000000007
0001DC55, VCU_wheelSpeed_RL, 0.0
0001DC55, VCU_wheelSpeed_RR, 0.0
0001DC57, RLSpeedKPH, 0.0
0001DC57, RRSpeedKPH, 0.0
0001DC57, FLSpeedKPH, 0.0
0001DC57, FRSpeedKPH, 0.0
0001DC58, DCU_Heartbeat_dummydata, 0
0001DC59, TCTorqueMax, 3.392
0001DC59, TCLeftSlip, -0.999
0001DC59, TCRightSlip, -0.999
0001DC59, TCTorqueAdjustment, 0.0
0001DC5F, ThrottlePercent, 0
0001DC5F, BrakePercent, 8
0001DC5F, brakePressure, 10
0001DC5F, SteeringAngle, -102
0001DC5F, BrakeWhileThrottle, 0
0001DC73, VoltageBusHV, 0.01
0001DC73, VoltageCellMax, 3.9129
0001DC73, VoltageCellMin, 3.6955
0001DC73, CurrentBusHV, 0.0
0001DC74, AMS_PackVoltage, 525.58
0001DC78, VCU_wheelSpeed_RL, 0.0
0001DC78, VCU_wheelSpeed_RR, 0.0
0001DC79, BMU_Heartbeat_dummydata, 0
0001DC79, FanPeriod, -112
0001DC79, BrakePressureBMU, 487.0
0001DC79, RLSpeedKPH, 0.0
0001DC79, RRSpeedKPH, 0.0
0001DC79, FLSpeedKPH, 0.0
0001DC79, FRSpeedKPH, 0.0
0001DC7B, AdjustedVoltageCellMuxSelect, 43
0001DC7B, AdjustedVoltageCell130, 3.7712000000000003
0001DC7B, AdjustedVoltageCell131, 3.7345
0001DC7B, AdjustedVoltageCell132, 3.729
0001DC7C, TCTorqueMax, 3.392
0001DC7C, TCLeftSlip, -0.999
0001DC7C, TCRightSlip, -0.999
0001DC7C, TCTorqueAdjustment, 0.0
0001DC7F, TempChannelMuxSelect, 43
0001DC7F, TempChannel130, 21.5
0001DC7F, TempChannel131, 21.439999999999998
0001DC7F, TempChannel132, 21.460000000000008
0001DC91, VCU_Heartbeat_dummydata, 0
0001DC91, ThrottlePercent, 0
0001DC91, BrakePercent, 8
0001DC91, brakePressure, 10
0001DC91, SteeringAngle, -102
0001DC91, BrakeWhileThrottle, 0
0001DC9B, VCU_wheelSpeed_RL, 0.0
0001DC9B, VCU_wheelSpeed_RR, 0.0
0001DC9D, RLSpeedKPH, 0.0
0001DC9D, RRSpeedKPH, 0.0
0001DC9D, FLSpeedKPH, 0.0
0001DC9D, FRSpeedKPH, 0.0
0001DC9F, TCTorqueMax, 3.392
0001DC9F, TCLeftSlip, -0.999
0001DC9F, TCRightSlip, -0.999
0001DC9F, TCTorqueAdjustment, 0.0
0001DCAC, VoltageBusLV, 12072
0001DCAC, CurrentBusLV, 426
0001DCBB, StateBatteryChargeHV, 92.80000000000001
0001DCBB, StateBatteryHealthHV, 0.0
0001DCBB, StateBatteryPowerHV, 100.80000000000001
0001DCBB, TempCellMax, 24.75
0001DCBB, TempCellMin, 21.5
0001DCBB, StateBMS, HV_Disable
0001DCBB, VoltageCellMuxSelect, 44
0001DCBB, VoltageCell133, 3.7255000000000003
0001DCBB, VoltageCell134, 3.7229
0001DCBB, VoltageCell135, 3.7225
0001DCBD, AdjustedVoltageCellMuxSelect, 44
0001DCBD, AdjustedVoltageCell133, 3.7255000000000003
0001DCBD, AdjustedVoltageCell134, 3.7229
0001DCBD, AdjustedVoltageCell135, 3.7225
0001DCBE, VCU_wheelSpeed_RL, 0.0
0001DCBE, VCU_wheelSpeed_RR, 0.0
0001DCBF, TempChannelMuxSelect, 44
0001DCBF, TempChannel133, 21.430000000000007
0001DCBF, TempChannel134, 21.53
0001DCBF, TempChannel135, 21.450000000000003
0001DCC0, RLSpeedKPH, 0.0
0001DCC0, RRSpeedKPH, 0.0
0001DCC0, FLSpeedKPH, 0.0
0001DCC0, FRSpeedKPH, 0.0
0001DCC2, TCTorqueMax, 3.392
0001DCC2, TCLeftSlip, -0.999
0001DCC2, TCRightSlip, -0.999
0001DCC2, TCTorqueAdjustment, 0.0
0001DCC3, ThrottlePercent, 0
0001DCC3, BrakePercent, 6
0001DCC3, brakePressure, 10
0001DCC3, SteeringAngle, -102
0001DCC3, BrakeWhileThrottle, 0
0001DCD9, VoltageBusHV, 0.0
0001DCD9, VoltageCellMax, 3.9128000000000003
0001DCD9, VoltageCellMin, 3.6955
0001DCD9, CurrentBusHV, 0.0
0001DCDB, AMS_PackVoltage, 525.58
0001DCDC, VoltageCellMuxSelect, 45
0001DCDC, VoltageCell136, 3.7292
0001DCDC, VoltageCell137, 3.716
0001DCDC, VoltageCell138, 3.7819000000000003
0001DCDE, AdjustedVoltageCellMuxSelect, 45
0001DCDE, AdjustedVoltageCell136, 3.7291000000000003
0001DCDE, AdjustedVoltageCell137, 3.7162
0001DCDE, AdjustedVoltageCell138, 3.7817000000000003
0001DCE1, VCU_wheelSpeed_RL, 0.0
0001DCE1, VCU_wheelSpeed_RR, 0.0
0001DCE1, TempChannelMuxSelect, 45
0001DCE1, TempChannel136, 21.810000000000002
0001DCE1, TempChannel137, 21.5
0001DCE1, TempChannel138, 21.5
0001DCE3, RLSpeedKPH, 0.0
0001DCE3, RRSpeedKPH, 0.0
0001DCE3, FLSpeedKPH, 0.0
0001DCE3, FRSpeedKPH, 0.0
0001DCE5, TCTorqueMax, 3.392
0001DCE5, TCLeftSlip, -0.999
0001DCE5, TCRightSlip, -0.999
0001DCE5, TCTorqueAdjustment, 0.0
0001DCF5, ThrottlePercent, 0
0001DCF5, BrakePercent, 7
0001DCF5, brakePressure, 10
0001DCF5, SteeringAngle, -102
0001DCF5, BrakeWhileThrottle, 0
0001DD04, VCU_wheelSpeed_RL, 0.0
0001DD04, VCU_wheelSpeed_RR, 0.0
0001DD06, RLSpeedKPH, 0.0
0001DD06, RRSpeedKPH, 0.0
0001DD06, FLSpeedKPH, 0.0
0001DD06, FRSpeedKPH, 0.0
0001DD08, TCTorqueMax, 3.392
0001DD08, TCLeftSlip, -0.999
0001DD08, TCRightSlip, -0.999
0001DD08, TCTorqueAdjustment, 0.0
0001DD0E, VoltageCellMuxSelect, 46
0001DD0E, VoltageCell139, 3.7722
0001DD0E, VoltageCell140, 3.7734
0001DD10, AdjustedVoltageCellMuxSelect, 46
0001DD10, AdjustedVoltageCell139, 3.7722
0001DD10, AdjustedVoltageCell140, 3.7735000000000003
0001DD27, ThrottlePercent, 0
0001DD27, BrakePercent, 8
0001DD27, brakePressure, 10
0001DD27, SteeringAngle, -102
0001DD27, BrakeWhileThrottle, 0
0001DD27, VCU_wheelSpeed_RL, 0.0
0001DD27, VCU_wheelSpeed_RR, 0.0
0001DD29, StateBatteryChargeHV, 92.80000000000001
0001DD29, StateBatteryHealthHV, 0.0
0001DD29, StateBatteryPowerHV, 100.80000000000001
0001DD29, TempCellMax, 24.75
0001DD29, TempCellMin, 21.5
0001DD29, StateBMS, HV_Disable
0001DD29, RLSpeedKPH, 0.0
0001DD29, RRSpeedKPH, 0.0
0001DD29, FLSpeedKPH, 0.0
0001DD29, FRSpeedKPH, 0.0
0001DD29, TempChannelMuxSelect, 46
0001DD29, TempChannel139, 21.560000000000002
0001DD29, TempChannel140, 21.450000000000003
0001DD29, TempChannel141, 21.53
0001DD2B, TCTorqueMax, 3.392
0001DD2B, TCLeftSlip, -0.999
0001DD2B, TCRightSlip, -0.999
0001DD2B, TCTorqueAdjustment, 0.0
0001DD40, VoltageBusHV, 0.04
0001DD40, VoltageCellMax, 3.9128000000000003
0001DD40, VoltageCellMin, 3.6955
0001DD40, CurrentBusHV, 0.0
0001DD40, VoltageCellMuxSelect, 0
0001DD40, VoltageCell01, 3.7155
0001DD40, VoltageCell02, 3.7256
0001DD40, VoltageCell03, 3.7245000000000004
0001DD44, AMS_PackVoltage, 525.58
0001DD44, AdjustedVoltageCellMuxSelect, 0
0001DD44, AdjustedVoltageCell01, 3.7155
0001DD44, AdjustedVoltageCell02, 3.7256
0001DD44, AdjustedVoltageCell03, 3.7245000000000004
0001DD46, TempChannelMuxSelect, 0
0001DD46, TempChannel01, 21.620000000000005
0001DD46, TempChannel02, 21.58
0001DD46, TempChannel03, 21.700000000000003
0001DD4A, VCU_wheelSpeed_RL, 0.0
0001DD4A, VCU_wheelSpeed_RR, 0.0
0001DD4C, RLSpeedKPH, 0.0
0001DD4C, RRSpeedKPH, 0.0
0001DD4C, FLSpeedKPH, 0.0
0001DD4C, FRSpeedKPH, 0.0
0001DD4E, TCTorqueMax, 3.392
0001DD4E, TCLeftSlip, -0.999
0001DD4E, TCRightSlip, -0.999
0001DD4E, TCTorqueAdjustment, 0.0
0001DD59, ThrottlePercent, 0
0001DD59, BrakePercent, 8
0001DD59, brakePressure, 10
0001DD59, SteeringAngle, -102
0001DD59, BrakeWhileThrottle, 0
0001DD6D, VCU_wheelSpeed_RL, 0.0
0001DD6D, VCU_wheelSpeed_RR, 0.0
0001DD6F, RLSpeedKPH, 0.0
0001DD6F, RRSpeedKPH, 0.0
0001DD6F, FLSpeedKPH, 0.0
0001DD6F, FRSpeedKPH, 0.0
0001DD71, TCTorqueMax, 3.392
0001DD71, TCLeftSlip, -0.999
0001DD71, TCRightSlip, -0.999
0001DD71, TCTorqueAdjustment, 0.0
0001DD74, VoltageCellMuxSelect, 1
0001DD74, VoltageCell04, 3.7244
0001DD74, VoltageCell05, 3.7252
0001DD74, VoltageCell06, 3.7279
0001DD76, AdjustedVoltageCellMuxSelect, 1
0001DD76, AdjustedVoltageCell04, 3.7244
0001DD76, AdjustedVoltageCell05, 3.7252
0001DD76, AdjustedVoltageCell06, 3.7279
0001DD7A, TempChannelMuxSelect, 1
0001DD7A, TempChannel04, 21.620000000000005
0001DD7A, TempChannel05, 21.570000000000007
0001DD7A, TempChannel06, 21.439999999999998
0001DD8B, ThrottlePercent, 0
0001DD8B, BrakePercent, 8
0001DD8B, brakePressure, 10
0001DD8B, SteeringAngle, -102
0001DD8B, BrakeWhileThrottle, 0
0001DD90, VCU_wheelSpeed_RL, 0.0
0001DD90, VCU_wheelSpeed_RR, 0.0
0001DD92, RLSpeedKPH, 0.0
0001DD92, RRSpeedKPH, 0.0
0001DD92, FLSpeedKPH, 0.0
0001DD92, FRSpeedKPH, 0.0
0001DD9A, TCTorqueMax, 3.392
0001DD9A, TCLeftSlip, -0.999
0001DD9A, TCRightSlip, -0.999
0001DD9A, TCTorqueAdjustment, 0.0
0001DD9A, StateBatteryChargeHV, 92.80000000000001
0001DD9A, StateBatteryHealthHV, 0.0
0001DD9A, StateBatteryPowerHV, 100.80000000000001
0001DD9A, TempCellMax, 24.75
0001DD9A, TempCellMin, 21.5
0001DD9A, StateBMS, HV_Disable
0001DDA6, VoltageCellMuxSelect, 2
0001DDA6, VoltageCell07, 3.7151
0001DDA6, VoltageCell08, 3.7832000000000003
0001DDA6, VoltageCell09, 3.7731000000000003
0001DDA8, VoltageBusHV, 0.0
0001DDA8, VoltageCellMax, 3.9129
0001DDA8, VoltageCellMin, 3.6955
0001DDA8, CurrentBusHV, 0.0
0001DDA8, AdjustedVoltageCellMuxSelect, 2
0001DDA8, AdjustedVoltageCell07, 3.7150000000000003
0001DDA8, AdjustedVoltageCell08, 3.7833
0001DDA8, AdjustedVoltageCell09, 3.7731000000000003
0001DDAC, AMS_PackVoltage, 525.58
0001DDAC, TempChannelMuxSelect, 2
0001DDAC, TempChannel07, 24.519999999999996
0001DDAC, TempChannel08, 21.370000000000005
0001DDAC, TempChannel09, 21.450000000000003
0001DDB3, VCU_wheelSpeed_RL, 0.0
0001DDB3, VCU_wheelSpeed_RR, 0.0
0001DDB5, RLSpeedKPH, 0.0
0001DDB5, RRSpeedKPH, 0.0
0001DDB5, FLSpeedKPH, 0.0
0001DDB5, FRSpeedKPH, 0.0
0001DDB7, TCTorqueMax, 3.392
0001DDB7, TCLeftSlip, -0.999
0001DDB7, TCRightSlip, -0.999
0001DDB7, TCTorqueAdjustment, 0.0
0001DDBD, ThrottlePercent, 0
0001DDBD, BrakePercent, 8
0001DDBD, brakePressure, 10
0001DDBD, SteeringAngle, -102
0001DDBD, BrakeWhileThrottle, 0
0001DDD6, VCU_wheelSpeed_RL, 0.0
0001DDD6, VCU_wheelSpeed_RR, 0.0
0001DDD6, VoltageCellMuxSelect, 3
0001DDD6, VoltageCell10, 3.7734
0001DDD6, VoltageCell11, 3.7165000000000004
0001DDD6, VoltageCell12, 3.7248
0001DDD8, RLSpeedKPH, 0.0
0001DDD8, RRSpeedKPH, 0.0
0001DDD8, FLSpeedKPH, 0.0
0001DDD8, FRSpeedKPH, 0.0
0001DDD8, AdjustedVoltageCellMuxSelect, 3
0001DDD8, AdjustedVoltageCell10, 3.7734
0001DDD8, AdjustedVoltageCell11, 3.7166
0001DDD8, AdjustedVoltageCell12, 3.7248
0001DDDA, TCTorqueMax, 3.392
0001DDDA, TCLeftSlip, -0.999
0001DDDA, TCRightSlip, -0.999
0001DDDA, TCTorqueAdjustment, 0.0
0001DDDC, TempChannelMuxSelect, 3
0001DDDC, TempChannel10, 21.460000000000008
0001DDDC, TempChannel11, 21.450000000000003
0001DDDC, TempChannel12, 21.47
0001DDEF, ThrottlePercent, 0
0001DDEF, BrakePercent, 5
0001DDEF, brakePressure, 10
0001DDEF, SteeringAngle, -102
0001DDEF, BrakeWhileThrottle, 0
0001DDF9, VCU_wheelSpeed_RL, 0.0
0001DDF9, VCU_wheelSpeed_RR, 0.0
0001DDFB, RLSpeedKPH, 0.0
0001DDFB, RRSpeedKPH, 0.0
0001DDFB, FLSpeedKPH, 0.0
0001DDFB, FRSpeedKPH, 0.0
0001DDFD, TCTorqueMax, 3.392
0001DDFD, TCLeftSlip, -0.999
0001DDFD, TCRightSlip, -0.999
0001DDFD, TCTorqueAdjustment, 0.0
0001DE04, StateBatteryChargeHV, 92.80000000000001
0001DE04, StateBatteryHealthHV, 0.0
0001DE04, StateBatteryPowerHV, 100.80000000000001
0001DE04, TempCellMax, 24.75
0001DE04, TempCellMin, 21.5
0001DE04, StateBMS, HV_Disable
0001DE08, VoltageCellMuxSelect, 4
0001DE08, VoltageCell13, 3.7264000000000004
0001DE08, VoltageCell14, 3.7264000000000004
0001DE08, VoltageCell15, 3.7257000000000002
0001DE0A, AdjustedVoltageCellMuxSelect, 4
0001DE0A, AdjustedVoltageCell13, 3.7264000000000004
0001DE0A, AdjustedVoltageCell14, 3.7264000000000004
0001DE0A, AdjustedVoltageCell15, 3.7257000000000002
0001DE0E, TempChannelMuxSelect, 4
0001DE0E, TempChannel13, 21.790000000000006
0001DE0E, TempChannel14, 21.61
0001DE0E, TempChannel15, 21.83
0001DE10, VoltageBusHV, 0.0
0001DE10, VoltageCellMax, 3.9129
0001DE10, VoltageCellMin, 3.6955
0001DE10, CurrentBusHV, 0.0
0001DE14, AMS_PackVoltage, 525.58
0001DE1C, VCU_wheelSpeed_RL, 0.0
0001DE1C, VCU_wheelSpeed_RR, 0.0
0001DE1E, RLSpeedKPH, 0.0
0001DE1E, RRSpeedKPH, 0.0
0001DE1E, FLSpeedKPH, 0.0
0001DE1E, FRSpeedKPH, 0.0
0001DE20, TCTorqueMax, 3.392
0001DE20, TCLeftSlip, -0.999
0001DE20, TCRightSlip, -0.999
0001DE20, TCTorqueAdjustment, 0.0
0001DE21, ThrottlePercent, 0
0001DE21, BrakePercent, 9
0001DE21, brakePressure, 10
0001DE21, SteeringAngle, -102
0001DE21, BrakeWhileThrottle, 0
0001DE3C, VoltageCellMuxSelect, 5
0001DE3C, VoltageCell16, 3.7298
0001DE3C, VoltageCell17, 3.7154000000000003
0001DE3C, VoltageCell18, 3.7824
0001DE3E, AdjustedVoltageCellMuxSelect, 5
0001DE3E, AdjustedVoltageCell16, 3.7299
0001DE3E, AdjustedVoltageCell17, 3.7154000000000003
0001DE3E, AdjustedVoltageCell18, 3.7824
0001DE3F, VCU_wheelSpeed_RL, 0.0
0001DE3F, VCU_wheelSpeed_RR, 0.0
0001DE40, TempChannelMuxSelect, 5
0001DE40, TempChannel16, 21.700000000000003
0001DE40, TempChannel17, 21.900000000000006
0001DE40, TempChannel18, 21.540000000000006
0001DE41, RLSpeedKPH, 0.0
0001DE41, RRSpeedKPH, 0.0
0001DE41, FLSpeedKPH, 0.0
0001DE41, FRSpeedKPH, 0.0
0001DE43, TCTorqueMax, 3.392
0001DE43, TCLeftSlip, -0.999
0001DE43, TCRightSlip, -0.999
0001DE43, TCTorqueAdjustment, 0.0
0001DE53, ThrottlePercent, 0
0001DE53, BrakePercent, 8
0001DE53, brakePressure, 10
0001DE53, SteeringAngle, -102
0001DE53, BrakeWhileThrottle, 0
0001DE62, VCU_wheelSpeed_RL, 0.0
0001DE62, VCU_wheelSpeed_RR, 0.0
0001DE64, RLSpeedKPH, 0.0
0001DE64, RRSpeedKPH, 0.0
